Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4483983,GHED_EXTCHE_SHA2011,COUNTRY,IND,SEAR,South-East Asia,YEAR,2018,,,,,,,,,0.46,0.46161893,,,,2025-12-05T13:23:08Z,2018,2018-01-01,2018-12-31
4485615,GHED_EXTCHE_SHA2011,COUNTRY,IDN,WPR,Western Pacific,YEAR,2000,,,,,,,,,2.92,2.92198014,,,,2025-12-05T13:23:08Z,2000,2000-01-01,2000-12-31
4489947,GHED_EXTCHE_SHA2011,COUNTRY,SVN,EUR,Europe,YEAR,2019,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2019,2019-01-01,2019-12-31
4490224,GHED_EXTCHE_SHA2011,COUNTRY,GHA,AFR,Africa,YEAR,2013,,,,,,,,,16.56,16.56103325,,,,2025-12-05T13:23:08Z,2013,2013-01-01,2013-12-31
4495312,GHED_EXTCHE_SHA2011,COUNTRY,SUR,AMR,Americas,YEAR,2006,,,,,,,,,8.22,8.22498322,,,,2025-12-05T13:23:08Z,2006,2006-01-01,2006-12-31
4497228,GHED_EXTCHE_SHA2011,COUNTRY,KOR,WPR,Western Pacific,YEAR,2003,,,,,,,,,0.00,0,,,,2025-12-05T13:23:08Z,2003,2003-01-01,2003-12-31
4501928,GHED_EXTCHE_SHA2011,WORLDBANKINCOMEGROUP,WB_LMI,,,YEAR,2004,,,,,,,,,14.40,14.39747662,,,,2025-12-05T13:23:08Z,2004,2004-01-01,2004-12-31
4505678,GHED_EXTCHE_SHA2011,COUNTRY,GIN,AFR,Africa,YEAR,2011,,,,,,,,,25.90,25.90081596,,,,2025-12-05T13:23:08Z,2011,2011-01-01,2011-12-31
4507265,GHED_EXTCHE_SHA2011,COUNTRY,CYP,EUR,Europe,YEAR,2006,,,,,,,,,0.59,0.59484863,,,,2025-12-05T13:23:08Z,2006,2006-01-01,2006-12-31
4511405,GHED_EXTCHE_SHA2011,GLOBAL,GLOBAL,,,YEAR,2001,,,,,,,,,5.78,5.78281744,,,,2025-12-05T13:23:08Z,2001,2001-01-01,2001-12-31
