Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1690707,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MEX,AMR,Americas,YEAR,2023,,,,,,,,,370.04,370.04429147,,,,2025-12-05T13:23:08Z,2023,2023-01-01,2023-12-31
1691372,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MOZ,AFR,Africa,YEAR,2019,,,,,,,,,9.48,9.47888607,,,,2025-12-05T13:23:08Z,2019,2019-01-01,2019-12-31
1693237,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,TUR,EUR,Europe,YEAR,2015,,,,,,,,,347.46,347.46462423,,,,2025-12-05T13:23:08Z,2015,2015-01-01,2015-12-31
1697005,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,PAN,AMR,Americas,YEAR,2022,,,,,,,,,827.44,827.44162768,,,,2025-12-05T13:23:08Z,2022,2022-01-01,2022-12-31
1699814,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,FJI,WPR,Western Pacific,YEAR,2011,,,,,,,,,84.75,84.74937314,,,,2025-12-05T13:23:08Z,2011,2011-01-01,2011-12-31
1702431,GHED_GGHE-D_pc_US_SHA2011,REGION,SEAR,,,YEAR,2008,,,,,,,,,73.46,73.46371523,,,,2025-12-05T13:23:08Z,2008,2008-01-01,2008-12-31
1703526,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,PAN,AMR,Americas,YEAR,2010,,,,,,,,,391.30,391.3047895,,,,2025-12-05T13:23:08Z,2010,2010-01-01,2010-12-31
1704746,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2007,,,,,,,,,973.01,973.0054566,,,,2025-12-05T13:23:08Z,2007,2007-01-01,2007-12-31
1705107,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,PNG,WPR,Western Pacific,YEAR,2014,,,,,,,,,55.03,55.02648397,,,,2025-12-05T13:23:08Z,2014,2014-01-01,2014-12-31
1708534,GHED_GGHE-D_pc_US_SHA2011,REGION,WPR,,,YEAR,2003,,,,,,,,,297.41,297.4100342,,,,2025-12-05T13:23:08Z,2003,2003-01-01,2003-12-31
1708564,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,GAB,AFR,Africa,YEAR,2004,,,,,,,,,74.31,74.31132495,,,,2025-12-05T13:23:08Z,2004,2004-01-01,2004-12-31
1710163,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,THA,SEAR,South-East Asia,YEAR,2022,,,,,,,,,268.96,268.96381245,,,,2025-12-05T13:23:08Z,2022,2022-01-01,2022-12-31
1710225,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MWI,AFR,Africa,YEAR,2012,,,,,,,,,5.17,5.1677065,,,,2025-12-05T13:23:08Z,2012,2012-01-01,2012-12-31
1712705,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,PNG,WPR,Western Pacific,YEAR,2018,,,,,,,,,41.45,41.45191445,,,,2025-12-05T13:23:08Z,2018,2018-01-01,2018-12-31
1713855,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,KHM,WPR,Western Pacific,YEAR,2020,,,,,,,,,29.16,29.15918082,,,,2025-12-05T13:23:08Z,2020,2020-01-01,2020-12-31
1713948,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,MHL,WPR,Western Pacific,YEAR,2016,,,,,,,,,274.05,274.04584187,,,,2025-12-05T13:23:08Z,2016,2016-01-01,2016-12-31
1714829,GHED_GGHE-D_pc_US_SHA2011,COUNTRY,IND,SEAR,South-East Asia,YEAR,2007,,,,,,,,,7.45,7.44656324,,,,2025-12-05T13:23:08Z,2007,2007-01-01,2007-12-31
